Titulo   Contexto   Fecha   Categoria   Contenido
Mineduc lanza plan que busca mejorar rendimiento de escuelas que podrían cerrar por bajos resultados   âEscuelas Arribaâ irá en directo apoyo de 218 establecimientos que hoy tienen la categoría de insuficienteâ, de acuerdo a la medición de la Agencia de Calidad de la Educación. Fue presentado por la ministra de Educación, Marcela Cubillos, y Raimundo Larraín, nuevo director de la División de Educación General.   28.02.2019   educacion   âHay 60 mil niños que llevan más de tres años estudiando en escuelas con malos resultados, y la mejora en sus aprendizajes será nuestra prioridad este año escolar que se iniciaâ, señaló la ministra de Educación, Marcela Cubillos, al lanzar el PlanÂ “Escuelas Arriba, que todos los niños aprendan”. La iniciativa está dirigida a colegios que se encuentran clasificados según la Agencia de Calidad en categoría insuficiente durante los últimos tres años. Escuelas Arriba fue presentado hoy por la titular del Mineduc junto al nuevo Director de la División de Educación General de la cartera, Raimundo Larraín, quién será el encargado de sacar adelante el programa, y el director del Liceo Polivalente de San Nicolás, región de Ãuble, Víctor Reyes, quien años atrás, estando su liceo en categoría insuficiente, logró mejorar sus resultados convirtiendo a su colegio en uno de los mejores del país. Mira también:Â Arlén Aliaga se convierte en la primera estudiante trans que será aceptada en el Liceo 1 El programa se inició este jueves 28 de marzo con una jornada de capacitación a la que han sido invitados los sostenedores y directores de las 218 escuelas de Educación Básica del país (Municipales, Subvencionadas y de los Servicios Locales de Educación), que se encuentran clasificadas por la Agencia de Calidad en categoría insuficiente durante los últimos tres años. De acuerdo a la Ley de Aseguramiento de la Calidad, tienen este año para mejorar el aprendizaje de sus estudiantes corriendo el riesgo de ser notificados de su cierre si no mejoran sus resultados. âEstamos iniciando hoy un trabajo conjunto con los sostenedores y directores de estas escuelas, porque como ha dicho el Presidente Piñera, los niños están primero y que cada niño aprenda es nuestra prioridadâ, precisó Cubillos. FOTO: HANS SCOTT / AGENCIAUNO Escuelas Arriba considera tres iniciativas específicas: 1. Nivelación de Aprendizajes: Estrategia que considera los distintos ritmos de aprendizaje de los estudiantes para asegurar que todos aprendan. Implica una secuencia ordenada de contenidos y habilidades que todos los estudiantes deben manejar para avanzar en sus aprendizajes. Raimundo Larraín, Jefe de la DEG señaló que âcuando se trata de aprendizajes nunca es tarde para remontar. El Plan de Nivelación busca hacernos cargo de las brechas de aprendizaje más comunes que presentan los estudiantesâ. 2. Combate al ausentismo: está acreditado que mejorar la asistencia produce un impacto inmediato en la mejora de los aprendizajes. 63 de estas 218 escuelas presentan ausentismo crítico, es decir,los niños faltan a clases más de 27 días al año. Para esto el Mineduc trabajará junto a Fundación Presente con sostenedores, directores y apoderados en capacitaciones, alertas y servicio de mensajes directos para mejorar en cada escuela los niveles de asistencia. La Ministra Cubillos destacó que en materia de calidad de la educación âcada día cuentaâ. 3. Convenios con Centros de Reforzamiento académico para abrir cupos de inclusión para estudiantes de estas escuelas que quieran ir por más y mejorar sus aprendizajes. Estas iniciativas han sido utilizadas con éxito en establecimientos que han logrado salir de la categoría insuficiente. Es el caso del Liceo Polivalente San Nicolás, de la región de Ãuble. Mira también: El innovador programa educacional que busca frenar el bullying âPara mí es un orgullo ser un profesor apasionado de lo que hago, de venir de una familia campesina a trabajar con niños del campo y abrirles todas las posibilidades que ellos puedan tenerâ, señaló su director Víctor Reyes. Respecto de la clave para mejorar los aprendizajes en su establecimiento señaló âha sido una lucha de años, en que hemos puesto el foco en el estudiante, poniendo el currículum educativo al servicio de los anhelos y sueños de nuestros estudiantesâ.
Arlén Aliaga se convierte en la primera estudiante trans que será aceptada en el Liceo 1   La joven fue víctima de transfobia en su colegio anterior, el Liceo Barros Borgoño, tanto por parte de docentes como de autoridades, por lo que la estudiante pedía su cambio de establecimiento.   28.02.2019   educacion   Todo un triunfo para las comunidades trans del país. La joven Arlén Aliaga podrá asistir a clases desde el lunes 4 de marzo en el Liceo 1 Javiera Carrera. La adolescente había luchado, con apoyo de la organización OTD y otras concejalas de la comuna de Santiago, por poder cursar sus estudios en el embemático establecimiento educacional, lo que había sido rechazado en otras oprotunidades. Durante el pasado miércoles, la Municipalidad le había notificado a su familia que no podrían acceder a matricularla debido a una supuesta falta de vacantes para tercero medio. Lo logramos! Arlén podrá concretar su matrícula en el Liceo 1 de Santiago. Gracias a todes!!! #ArlenAlLiceo1 pic.twitter.com/gWouGiECEj — Asociacion OTDChile (@OTDChile) February 28, 2019 Arlén, de 17 años, fueÂ víctima de transfobia en su colegio anterior, el Liceo Barros Borgoño, tanto por parte de docentes como de autoridades, por lo que la estudiante pedía su cambio de establecimiento. Tras tocar varias puertas que le fueron cerradas, finalmente, desde OTD Chile confirmaron, a través de sus cuentas de redes sociales, que podrá ser parte de la comunidad escolar del Liceo junto la resto de las estudiantes. “Â¡Lo logramos! Arlén podrá concretar su matrícula en el Liceo 1 de Santiago. Â¡Gracias a todes!”, escribieron. View this post on Instagram AAAAAH NO SABEN LO FELIZ QUE ESTOY, DEBO AGRADECER A TODAS LAS ORGANIZACIONES COMO @coordinadorafeminista8m @otdchile, cobertura de prensa y obvio a todxs ustedes!!!! A post shared by Arlén (@plutonicaaa) on Feb 28, 2019 at 10:43am PST
Ex asesora del Mineduc de Piñera acusa a Marcela Cubillos de mentir en su gira por Admisión Justa   """Echarle la culpa al nuevo sistema es mentirle a la gente"", dijo Sylvia Eyzaguirre, investigadora del CEP, en entrevista con La Tercera, donde también afirmó que âalgunos juicios son de frentón falsosâ. Además, en una columna ahondó en sus críticas a la estrategia de la ministra."   17.02.2019   educacion   Sylvia Eyzaguirre, investigadora del Centro de Estudios Públicos y ex asesora del Ministerio de Educación entre 2012 y 2014 –primer gobierno de Sebastián Piñera-, criticó dos veces en la semana el proyecto de ley Admisión Justa. Primero fue el jueves 14,Â en una entrevista que Eyzaguirre concedió a La Tercera PM, donde afirmó que “echarle la culpa al nuevo sistema es mentirle a la gente“, refiriéndose a la iniciativa impulsada por la ministra Marcela Cubillos. El segundo “fuego amigo” vino este domingo 17, mediante una columna titulada “Â¿Admisión Justa?”. En el texto, la licenciada en Filosofía plantea dos situaciones:Â una niña que apela a la meritocracia y un niño cuyas circunstancias de vida lo han dejado con pocas expectativas escolares. Lee también:Â Raúl Figueroa por Admisión Justa: “Se pretende que los liceos de alta exigencia puedan seleccionar al 100% de sus alumnos” Junto al seremi @EducAraucania estuvimos en Angol, escuchando a quienes no hablan ni escriben del sistema de admisión escolar, pero sí lo usan. pic.twitter.com/7uPLBw6Tpa — Marcela Cubillos Sigall (@mcubillossigall) February 14, 2019 “Â¿Por qué desinforman así a la ciudadanía?” En plena gira de Marcela Cubillos para impulsar a lo largo de Chile el mencionado proyecto de ley, Eyzaguirre conversó con el diario de Copesa y deslizó críticas a los dichos de la titular de Educación. A su parecer, la ministra “emite juicios que son equivocados”. “Â¿Por qué desinforman así a la ciudadanía? Tal vez las encuestas les dicen que cuentan con el apoyo ciudadano, pero es complejo actuar así porque algunos juicios son de frentón falsos, por no decir mentira, y crean falsas expectativas que no podrán cumplir”,Â señaló la ex asesora. Asimismo, agregóÂ “el problema es muy sencillo de entender. Cuando mil niños postulan a un colegio con 100 cupos, 900 quedan fuera. Eso es así con cualquier sistema. Echarle la culpa al nuevo sistema es mentirle a la gente, porque con cualquier sistema 900 quedan fuera”. Lee también:Â Ministro Blumel: “Rechazar la idea de legislar Admisión Justa es rechazar la idea de lo que es el Parlamento” “El gobierno ha convertido el nuevo sistema de admisión en unÂ chivo expiatorio” “La ministra de Educación ha visitado a estas familias y ha sacado la voz por todas las Lauras que no quedaron en los colegios a los cuales postularon, pero Â¿por qué ha callado respecto de todos los Pedros?“, escribió la licenciada en filosofía. A criterio de Sylvia, âcomo bien afirmó en el texto de opinión que publicó para ahondar en su puntoâ, el problema fundamental no surge en los cupos que tenga un colegio para todos quienes quieran postular, ni que el buen rendimiento académico sea algo a considerar, sino que radica en la mala calidad de los establecimientos escolares en general. “El verdadero drama de las familias es la falta de establecimientos educacionales de buena calidad. El drama es que el futuro de nuestros niños depende, en gran parte, del liceo o colegio al cual van; y eso es lo inaceptable, y a eso se debería abocar el Estado: a mejorar la calidad de la educación“, apuntó. Continuó: “el gobierno ha convertido al nuevo sistema de admisión en el chivo expiatorio, en vez de hacerse cargo del problema de fondo. Podemos volver al sistema antiguo, pero ello no mejorará las oportunidades de los niños de quedar en sus colegios favoritos, tampoco mejorará la calidad de la educación, solo invisibilizará el problema, algo que por cierto es políticamente atractivo“. Lee también:Â Daniel Matamala y discusión sobre Admisión Justa: “La oposición no puede limitarse a ser una muralla defensiva” Â¿Cuánto vale el show? El periodista de CNN Chile,Â Daniel Matamala, también publicó una columna en La Tercera respecto a Admisión Justa, en la cual aludió a los comentarios y críticas realizadas por Eyzaguirre. “Â¿Cuánto vale el show?” se titula la opinión de Matamala, en la cual asegura que la ministra estaría utilizando la “receta trumpista” para llevar a puerto el proyecto. “Su receta funciona así: identifica un problema, ignora la evidencia, desautoriza a los expertos oponiéndolos a un supuesto ‘sentido común’, y ofrece una falsa solución, aderezada con muchos fuegos de artificio”, explicó el periodista. Lee también:Â Felipe Kast: “Un niño no puede entrar en proceso de selección a los 5 años” Matamala agrega que el mecanismo matemático que actualmente funciona permite que el 59% de los estudiantes sea admitido en la primera opción, mientras que el 82% queda en alguna de sus preferencias. Similar fue lo que señaló en Cada Noche la ex ministra Adriana Delpiano:Â âCon cifras del propio Ministerio de Educación de la administración actual, la fórmula ha sido un éxito. El 60% de los niños quedan en la primera prioridad que fijaron los padresâ. Según Delpiano,Â los datos señalan que en el 85% de los casos queda en una de las opciones que eligió la familia, y no âdonde tuvo un pituto el niño, o tuvo que rogarle al colegioâ. “Siguiendo la receta”, continúa Matamala, “la ministra ignora esas cifras y se reúne solo con apoderados descontentos”. Lee también:Â Estudio nacional sostiene que el 40% de los profesores de inglés domina sólo el nivel básico del idioma Del mismo modo, el periodista acusa de “mentiroso” el eslogan de “devolver a los padres el derecho a elegir”, pues “ese derecho nunca se les ha quitado, y Admisión Justa hace exactamente lo contrario: entrega más poder para elegir a los colegios, no a las familias”. “Marcela Cubillos es una protagonista improbable para este show. Abogada y profesora de la Universidad Católica, diligente diputada y estudiosa ministra, es parte de esos mismos expertos a los que ahora ataca“, comentó finalmente el conductor de 360Â°.
MBA por Groupon generó críticas del Colegio de Profesores por “mercantilización de la educación”   "La promoción que tiene un costo $199.990, tiene, además, una prórroga en su tiempo: ""Se tienen 24 meses para completar el MBA + Máster. Si fuera necesario, este plazo se puede prorrogar por 6 meses más"", dice parte del anuncio."   08.02.2019   educacion   Revuelo ha causado el avisoÂ  que apareció en la página de ventas de Groupon, donde se publica el aviso de un MBA más un master ofrecido por la Escuela de Negocios Europea de Barcelona y que se puede hacer de manera online. “Al finalizar los estudios, se obtienen cuatro titulaciones universitarias expedidas por la Escuela de Negocios Europea de Barcelona junto con la Universidad Isabel I de España”, dice la descripción del curso que tiene un valor de $199.990. Lee también: Estudio nacional sostiene que el 40% de los profesores de inglés domina sólo el nivel básico del idioma La promoción de esta ha creado polémica por las críticas por la mercatilización de la educación, tal como ha criticado Mario Aguilar, presidente Nacional del Colegio de Profesores. ES NECESARIO DENUNUNCIAR LA GROSERA MERCANTILIZACIÃN DE LA EDUCACIÃN EN CHILE. Ofertan programa de postgrado en Groupon. La mercantilización de la educación en Chile llega a extremos. Ahora ofrecen un postgrado por Groupon. Sin ninguna exigencia académica, sólo comprando el cupón respectivo ofrecen un master en MBA con titulación de una universidad extranjera. Esto es insólito e inaceptable y demuestra la degradación a la que se puede llegar cuando se entiende a la educación como un “bien de consumo” o una “industria educativa” como la ha definido el Presidente Sebastian Piñera. Â¿Que opinará la Ministra Marcela Cubillos de esta verdadera “venta de títulos”? Â¿que rigor académico puede tener un programa en el que basta pagar la suma indicada? Por nuestra parte nos parece insólito y exigimos una intervención de las autoridades para prohibir este grotesco negociado. MARIO AGUILAR A. Pdte Nacional Colegio de Profesores
Estudio nacional sostiene que el 40% de los profesores de inglés domina sólo el nivel básico del idioma   El sondeo de la Agencia de Calidad de la Educación revela las diferencias que existen entre los estudiantes del país en sus niveles de conocimiento de inglés.   08.02.2019   educacion   En noviembre de 2018, 7.340 escolares de 3Â° medio pertenecientes a 137 colegios fueron evaluados con una prueba de comprensión lectora y auditiva aplicada por la Agencia de Calidad de Educación, en el marco del Estudio Nacional de Inglés. Los resultados de esta investigación revelan las deficiencias que existen entre los estudiantes, según la forma que son impartidas las lecciones de inglés en los establecimientos. Según se detalla en el sondeo, los niños que pasaron la hora completa de clases escuchando el idioma tuvieron mejores resultados que los alumnos que recibieron lecciones en clases dictadas sólo en español. Además, de acuerdo a la autoevaluación que realizaron para este estudio, el 40% de los profesores de inglés admitió que cuenta con un “nivel básico” de dominio del idioma. Esta realidad se contrapone con la actual exigencia de parte del Mineduc de realizar una prueba estándar a los maestros para demostrar que cuentan con un nivel B2 de conocimiento del idioma (intermedio alto). En concreto, el estudio señala que 7 de cada 10 estudiantes de 3Â° medio no lograron los aprendizajes básicos esperados para 8Â° básico. Asimismo, a nivel país, los estudiantes promediaron en las evaluaciones 51 puntos de un máximo de 100, siendo la parte auditiva la que tuvo mejores resultados entre los alumnos. También se detectaron diferencias notorias en el nivel del idioma por grupo socioeconómico: en el grupo alto, el 85% de los alumnos alcanza niveles básicos e intermedios, mientras que en el grupo bajo, sólo lo logra un 9%. Más informaciones:Â Profesores de inglés serán capacitados para que realicen clases completas en ese idioma “Los resultados son preocupantes, porque la mayoría no logra los estándares básicos”, señaló a El Mercurio Juan Bravo, jefe de la División de Logros de Aprendizaje de la Agencia de Calidad de la Educación, quien destaca que “el techo de lo que pueden aprender los estudiantes es lo que saben sus profesores. Entonces, si ellos no tienen un buen dominio del inglés, es muy difícil que los jóvenes puedan alcanzar mayores estándares”. Otros datos que revela esta encuesta indican que el 24% de los alumnos ve películas en inglés diariamente, el 22% revisa páginas web y un 8% puede chatea en este idioma.
Daniel Matamala y gira de ministra Cubillos: “Dice que quiere escuchar a los padres, pero ignora la realidad de la mayoría”   """No es serio escuchar y difundir sólo algunas historias, y hacer como si todas las demás -la mayoría, según las cifras oficiales- simplemente no existieran"", dijo el conductor de CNN Chile en su editorial sobre la Ley de Inclusión."   07.02.2019   educacion   En estos días la ministra de Educación recorre el país. Entre el lunes y hoy, ha difundido actividades en 7 ciudades, reuniéndose con familias para hablar sobre la Ley de Inclusión. Hasta ahí todo bien. Lo que llama la atención es que todas las actividades, sin ninguna excepción, son con familias descontentas, que reclaman que sus hijos no quedaron en sus colegios de preferencia. Sin embargo, las cifras oficiales del Mineduc dicen que el 82% de los estudiantes sí fue admitido en alguna de sus preferencias, y el 59% quedó en su primera opción. La ministra dice que quiere âescuchar a los padresâ, pero ignora la realidad y la experiencia de la mayoría de las familias, según los datos del mismo ministerio que ella encabeza. Es obvio que si hay un colegio con 50 cupos y 100 postulantes, la mitad de ellos quedará fuera. Es perfectamente válido debatir sobre si esa decisión âquiénes entran y quiénes no- debe hacerse mediante un algoritmo, por selección del colegio o por criterios como las notas de los postulantes. Pero aquí no hay magia. En cualquiera de esos casos habrá familias conformes, las que queden dentro, y otras frustradas, las que queden fuera. El gobierno tiene todo el derecho a defender sus razones para cambiar el sistema de admisión. Lo que no es serio es escuchar y difundir sólo algunas historias, y hacer como si todas las demás -la mayoría, según las cifras oficiales- simplemente no existieran. Lee también:Â Ministra Cubillos defiende a hijo de Carlos Larraín tras revelarse vínculos con el holding educacional Santo Tomás
Profesores de inglés serán capacitados para que realicen clases completas en ese idioma   "El programa ""English in English"" del Mineduc busca que los niños de 5Â° y 6Â° básico puedan tener el conocimiento suficiente para mantener una conversación en inglés."   05.02.2019   educacion   Desde el próximo mes de marzo comenzará a regir en todo Chile el programa piloto English in English, como parte del Plan Nacional de Inglés que desarrolla el Ministerio de Educación (Mineduc), cuyo fin es que los alumnos de 5Â° y 6Â° básico puedan conversar en inglés. Según informa La Tercera, 400 profesores de inglés pertenecientes a establecimientos municipales serán capacitados, para que las clases se puedan impartir sólo en este idioma, y así los niños puedan alcanzar el nivel esperado (A1 en habilidad oral, determinadoÂ por el Marco Común Europeo de Referencia para las Lenguas). La estrategia del Mineduc es que estas capacitaciones sean brindadas en colegios bilingÃ¼es de excelencia. 80 docentes ya fueron parte del primer ciclo de formación en enero, en el Colegio Internacional Nido de Ãguilas, de la comuna de Lo Barnechea. El segundo periodo será en febrero. Te puede interesar:Â Revelan la lista de los útiles escolares que Junaeb entregará gratis este año Sobre este proyecto, la ministra de Educación, Marcela Cubillos, señala que âmejorar la calidad de la educación pública requiere programas concretos. English in English busca que los niños alcancen un nivel suficiente para mantener una conversación en inglés“. A la vez, en el presente año se ofrecerá por primera vez un currículum continuo en inglés desde 1Â° básico. El ministerio tiene como meta que, para el 2022, el 80% de los recintos municipales imparta la asignatura desde ese nivel.
Mónica Rincón y niños con necesidades educativas especiales: “Preocuparse de ellos debiera ser una obligación moral”   """Mucho más que Admisión Justa o Ley Machuca, Educación con Inclusión. Esa que ni siquiera queda para marzo como estos dos proyectos"", comentó la conductora de Marca Registrada en su editorial."   24.01.2019   educacion   Cuotas. Les pareció normal, y bien que así sea, establecerlas para lograr que hubiera más candidatas y luego más parlamentarias. Vieron que como era algo justo no podía seguirse esperando el “cambio cultural” y lo forzaron por ley. Hoy quisiera entonces preguntar, Â¿por qué no establecer en los colegios públicos y privados cuotas que garanticen cupos para niños con Necesidades Educativas Especiales? Es decir, que si un curso no los tiene en sus salas en cierto porcentaje y uno de ellos pide ser admitido en un establecimiento, sea obligatorio recibirlos. También es justo, también es deseable y también es necesario porque, tal como ocurrió con las mujeres, no podemos seguir esperando un cambio cultural mientras a miles se les niega su derecho humano a la educación. Preocuparse de todos los niños y niñas debiera ser una obligación moral, un imperativo ético. Si les preocupa que por no tener dinero se queden sin enseñanza de calidad, más debiera preocuparles que por tener autismo o usar una silla de ruedas, les cierren las puertas de un establecimiento y de otro y de otro. Si creen que por mérito algunos deben tener prioridad para entrar a determinados colegios y dicen que entienden el mérito como sinónimo de esfuerzo, Â¿qué más meritorio que avanzar a pesar de estar en una situación de discapacidad? Parece que cuando algunos dicen que hay que preocuparse de aquellos por los que nadie marcha, se les olvida ese 20% de menores con necesidades especiales permanentes o transitorias. Parece que cuando otros critican a la educación por elitista y poco integradora, se les olvidó que la palabra inclusión no agota su significado en la falta de recursos económicos. Mucho más que Admisión Justa o Ley Machuca, Educación con Inclusión. Esa que ni siquiera queda para marzo como estos dos proyectos, esa que deliberadamente siempre queda para después. Autoridades, en esta materia, reprueban. Lee también:Â Daniel Matamala y discusión sobre Admisión Justa: “La oposición no puede limitarse a ser una muralla defensiva”
Revelan la lista de los útiles escolares que Junaeb entregará gratis este año   En total, 2.296.734 estudiantes serán beneficiados de los kit que entrega la Junaeb.   24.01.2019   educacion   A poco más de un mes del inicio oficial del año escolar, laÂ Junta Nacional de Auxilio Escolar y Becas (Junaeb)Â ya entregó el detalle de los artículos que serán parte de los kit de útiles escolares que serán entregados a estudiantes de todos los niveles educacionales. Como parte del Programa de Ãtiles Escolares, un total de 2.296.734 estudiantes serán beneficiados. Esto significa un aumento del 22% de la cobertura, ya que desde este año se ampliará la entrega de los set de útiles a todos los alumnos de colegios municipales y los establecimientos adheridos a la Gratuidad.Â  De acuerdo a lo informado por Ahora Noticias, la entrega de estos kit comenzará en febrero y se estima que todos los estudiantes ya tengan sus útiles antes del 15 de marzo. El detalle de los artículos que vendrán incluidos en los kit de útiles escolares de Junaeb, a continuación: Educación Parvularia TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN (Un Set para 12 Estudiantes) 2 Frascos de Cola fría (Min 425 grs.) 1 Caja Lápices cera 12 colores delgados 2 Cajas Lápices colores 12 unidades largos 4 Plastilinas 10 ó 12 colores 4 Adhesivos en barra (min 8 gr.) 3 Blocks de dibujo 1 Resma papel fotocopia carta de 500 hojas 4 Tijeras punta roma 4 Frascos témperas blanco/colores primarios (Min. 250 grs.) 1 Carpeta Papel lustre 2 Carpetas papelería (cartulina, entretenido, lustre, volantín u otro) 3 Pinceles NÂº 4/6 12 Lápices grafito 2 Estuches de Plumones 12 colores   Enseñanza Media 1Â° a 4Â° Medio TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN Enseñanza Media 5 Cuadernos Universitarios espiral simple o doble, con tapa 1 Lápiz Pasta Azul 1 Lápiz Pasta Rojo 1 Porta Minas 0.5 1 Estuche Minas 0.5 1 Regla 20 cms. Plastica 1 Corrector lápiz o Frasco   Enseñanza Adulta TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN Enseñanza Adulta 3 Cuadernos Universitario espiral simple o doble, con tapa 2 LápicesÂ Pasta Azul 1 Lápiz Pasta Rojo 1 Lápiz Grafito 1 Regla 20 cms Plástica 1 Corrector Lápiz o Frasco   Primer Ciclo Básico (1Â° a 4Â° Año Básico) TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN Primer Ciclo Básico 1 Cuaderno College matemática 7mm 2 Cuadernos Universitarios matemáticas 7 mm diseño espiral simple con tapa de 235 grs. o superior 1 Block de Dibujo 1 Témpera de 6 colores 1 Pincel 4/6/8 1 Lápiz Grafito 1 Adhesivo en Barra 1 Goma de Borrar 1 Sacapuntas Plástico 1 Regla de 20 cm plástica 1 Lápices colores 12 unidades Largos   Segundo Ciclo Básica A (5Â° a 7Â° año Básico) TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN Segundo Ciclo Básica 1 Block de Dibujo 1 Lápices de Colores 12 unidades largos 1 Goma de Borrar 1 Lápiz Grafito 2 Lápiz Pasta Azul 1 Lápiz Pasta Rojo 3 Cuadernos universitarios matemática con diseño y espiral simple con tapa 1 Regla de 20 cms. plástica 1 Sacapuntas Plástico   Segundo Ciclo Básica B (8Â° año Básico) TIPO DE SET CANTIDAD ARTÃCULOS QUE LO COMPONEN Segundo Ciclo Básica 1 Block de Dibujo 1 Lápices de Colores 12 unidades largos 1 Goma de Borrar 1 Lápiz Grafito 2 Lápiz Pasta Azul 1 Lápiz Pasta Rojo 3 Cuadernos universitarios matemática con diseño y espiral simple con tapa 1 Regla de 20 cms. plástica 1 Sacapuntas Plástico 1 Calculadora científica 240 funciones 12 digitos
Ley Machuca en 360Â°   Conduce: Daniel Matamala.   21.01.2019   educacion   Programa completo del 21 de enero de 2019 El debate del proyecto Admisión Justa subió de tono y ahora la discusión no es sólo si se aprueba o rechaza la idea de legislar. Al paso salió la llamada Ley Machuca de la oposición, que quiere cambiar el foco e, incluso, podría tener apoyo de parlamentarios oficialistas. Sobre esto habla el profesor Eledín Parraguez, la persona que inspiró el personaje de Pedro Machuca. También conversamos con el ex gerente general de Educación 2020, Davor Mimica, y el abogado jefe de la Federación de Instituciones de Educación Particular, Rodrigo Díaz. Luego debaten la diputada Camila Rojas (IA) y el diputado Luis Pardo (RN).
Eledín Parraguez, el “verdadero Machuca”, rechaza cuota de alumnos pobres en colegios pagados: “No es una solución”   El hombre que inspiró al personaje de la película habló en 360Â° sobre su experiencia en el colegio Saint George’s y explicó por qué la Ley Machuca no le parece una buena idea.   21.01.2019   educacion   Eledín Parraguez, profesor y autor del libroÂ Tres años para nacer, es la persona en la que se inspiró en gran parte el personaje Pedro Machuca, de la películaÂ Machuca. Parraguez asistió alÂ Saint Georgeâs College entre los años 1971 y 1973. Ahí hizo su enseñanza media hasta el Golpe Militar del 11 de septiembre, cuando se trasladó al colegio San Ignacio. Vivía en una población a la orilla del río en Las Condes, con lo que se sentía muy lejano a sus compañeros delÂ Saint Georgeâs.Â “La experiencia tiene de dulce y agraz”, comentó en entrevista con 360Â°.Â “Siempre hubo dificultades, porque esto tiene efectos psicológicos“, agregó. Lee también:Â Ministra Cubillos y ley “Machuca”: “Implica el reconocimiento de la izquierda de que no se la pudo con la educación pública” Parraguez recordó queÂ “había muchos prejuicios que romper, prejuicios como que los pobres no son capaces, que no les interesa, que no son tan inteligentes”. Aun así, se queda con lo positivo: “Pude ir a la universidad y después yo recibí una beca y pude estudiar en el extranjero. Esto no significa que yo sea más inteligente o menos inteligente, lo único que significaÂ es que yo tuve la oportunidad“. Â¿Es replicable ese sistema? Al ser consultado sobre el proyecto de Ley Machuca propuesto por la oposición, que pretende establecer una cuota de alumnos más vulnerables en los establecimientos, Parraguez señaló queÂ “no es una solución, porque la solución es que todos los colegios sean buenos, la educación pública y la educación privada, y el Estado tiene que procurar para que los colegios sean buenos en la educación pública, entonces no vamos a necesitar Ley Machuca”. “Puede servir en algún caso, pero también provocaría este conflicto en las personas, sobre todo en los adolescentes, en resistir a esta discriminación“, agregó. Lee también:Â Adriana Delpiano sobre Admisión Justa: “Basta una ley misceláneaÂ para resolver los problemas y no una nueva ley”
Debate sobre educación: Admisión Justa, Ley Machuca y Ley Machuca Liberal   Conduce: Mónica Rincón.   21.01.2019   educacion   PROGRAMA DEL 21 DE ENERO DE 2019 En Marca Registrada revisamos las 5 noticias más relevantes de la jornada. Entre estas, conversamos sobre el atentado que se adjudicó el ELN en Bogotá, la tensión entre el Frente Amplio y la Democracia Cristiana y la contra-contrareforma con la “Ley Machuca Liberal” propuesta por Evópoli.
Sueldos superan los $900.000: Las 15 carreras técnicas más cortas y mejor pagadas de Chile   Son carreras que tienen una duración de entre 4 a 6 semestres.   21.01.2019   educacion   Dentro de pocas semanas comenzará un nuevo calendario académico para miles de estudiantes chilenos. Mientras muchos se preparan para comenzar sus estudios, también hay otros jóvenes quienes se encuentran analizando las carreras técnicas que imparten los Centros de Formación Técnica e Institutos Profesionales en distintas zonas del país. Para apoyar esta búsqueda, Las Ãltimas Noticias realizó un listado de las carreras técnicas, de una duración formal igual o menor a 6 semestres, cuyos sueldos superan los $900.000 al quinto año desde la titulación.Â  De acuerdo a los datos recogidos desdeÂ mifuturo.cl, la carrera Técnico en Automatización y Control IndustrialÂ es la mejor pagada al 5Â° año de titulación, con un sueldo que promedia $1.119.605. Su duración formal es de 4,4 semestres. Más informaciones:Â Ministra Cubillos arremete contra diputados que impulsan la âLey Machucaâ Según explican expertos al matutino, al momento de elegir una carrera es recomendable tener en cuenta tres variables: la duración de la carrera, su empleabilidad y el costo de los estudios.Â  La lista de las 15 carreras mejor pagadas y con menor duración, la puedes revisar a continuación. Fuente: Las Ãltimas Noticias.
